"","ProjectName","PlotID","LineID","Meter.Mark","AIM.Species.Woody","AIM.Height.Woody","AIM.Species.Herbaceous","AIM.Height.Herbaceous","AIM.Herbaceous.Habit","AIM.Herbaceous.Duration","HAF.Species.Woody","HAF.Height.Woody","HAF.Species.PF","HAF.Height.PF","HAF.Species.PG","HAF.Height.PG","HAF.Height.Herbaceous","AIM.Height.PG","AIM.Height.PF"
"1012","Bruneau FO 2016","BigCM-209","2",25,"ARTRV",61,"ALLIU",23,NA,NA,"ARTRV",98,"N",NA,"N",NA,NA,NA,NA
"1013","Bruneau FO 2016","BigCM-209","2",3,"",NA,"",NA,NA,NA,"ARTRV",112,"N",NA,"FEID",24,24,NA,NA
"1014","Bruneau FO 2016","BigCM-209","2",4,"",NA,"",NA,NA,NA,"CHVI8",52,"N",NA,"ELEL5",30,30,NA,NA
"1015","Bruneau FO 2016","BigCM-209","2",5,"ARTRV",15,"FEID",47,"Graminoid","Perennial","N",NA,"N",NA,"FEID",18,18,47,NA
"1016","Bruneau FO 2016","BigCM-209","2",6,"",NA,"",NA,NA,NA,"ARTRV",45,"N",NA,"FEID",26,26,NA,NA
"1017","Bruneau FO 2016","BigCM-209","2",7,"",NA,"",NA,NA,NA,"ARTRV",94,"N",NA,"FEID",24,24,NA,NA
"1018","Bruneau FO 2016","BigCM-209","2",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"FEID",24,24,NA,NA
"1019","Bruneau FO 2016","BigCM-209","2",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1020","Bruneau FO 2016","BigCM-209","3",10,"",NA,"",NA,NA,NA,"ARTRV",57,"N",NA,"FEID",30,30,NA,NA
"1021","Bruneau FO 2016","BigCM-209","3",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1022","Bruneau FO 2016","BigCM-209","3",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"PSSP6",44,44,NA,NA
"1023","Bruneau FO 2016","BigCM-209","3",13,"",NA,"",NA,NA,NA,"ARTRV",85,"N",NA,"FEID",32,32,NA,NA
"1024","Bruneau FO 2016","BigCM-209","3",14,"",NA,"",NA,NA,NA,"ARTRV",60,"N",NA,"FEID",10,10,NA,NA
"1025","Bruneau FO 2016","BigCM-209","3",15,"ARTRV",45,"ACTH7",40,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,40,NA
"1026","Bruneau FO 2016","BigCM-209","3",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1027","Bruneau FO 2016","BigCM-209","3",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1028","Bruneau FO 2016","BigCM-209","3",18,"",NA,"",NA,NA,NA,"PUTR2",20,"N",NA,"N",NA,NA,NA,NA
"1029","Bruneau FO 2016","BigCM-209","3",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1030","Bruneau FO 2016","BigCM-209","3",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"FEID",20,20,NA,NA
"1031","Bruneau FO 2016","BigCM-209","3",20,"ARTRV",65,"FEID",44,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,44,NA
"1032","Bruneau FO 2016","BigCM-209","3",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1033","Bruneau FO 2016","BigCM-209","3",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1034","Bruneau FO 2016","BigCM-209","3",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1035","Bruneau FO 2016","BigCM-209","3",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1036","Bruneau FO 2016","BigCM-209","3",25,"",NA,"ACTH7",28,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,28,NA
"1037","Bruneau FO 2016","BigCM-209","3",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1038","Bruneau FO 2016","BigCM-209","3",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1039","Bruneau FO 2016","BigCM-209","3",5,"PPSH",32,"ALLIU",23,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1040","Bruneau FO 2016","BigCM-209","3",6,"",NA,"",NA,NA,NA,"ERNA10",52,"N",NA,"PSSP6",30,30,NA,NA
"1041","Bruneau FO 2016","BigCM-209","3",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1042","Bruneau FO 2016","BigCM-209","3",8,"",NA,"",NA,NA,NA,"ARTRV",44,"N",NA,"POSE",31,31,NA,NA
"1043","Bruneau FO 2016","BigCM-209","3",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1044","Bruneau FO 2016","BigWD-132","1",10,"ARTRW8",31,"POSE",37,"Graminoid","Perennial","N",NA,"N",NA,"POSE",37,37,37,NA
"1045","Bruneau FO 2016","BigWD-132","1",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1046","Bruneau FO 2016","BigWD-132","1",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1047","Bruneau FO 2016","BigWD-132","1",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1048","Bruneau FO 2016","BigWD-132","1",14,"",NA,"",NA,NA,NA,"ARTRW8",24,"N",NA,"N",NA,NA,NA,NA
"1049","Bruneau FO 2016","BigWD-132","1",15,"",NA,"POSE",37,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,37,NA
"1050","Bruneau FO 2016","BigWD-132","1",16,"",NA,"",NA,NA,NA,"ARTRT",56,"N",NA,"N",NA,NA,NA,NA
"1051","Bruneau FO 2016","BigWD-132","1",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1052","Bruneau FO 2016","BigWD-132","1",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1053","Bruneau FO 2016","BigWD-132","1",19,"",NA,"",NA,NA,NA,"ARTRT",91,"N",NA,"N",NA,NA,NA,NA
"1054","Bruneau FO 2016","BigWD-132","1",2,"",NA,"",NA,NA,NA,"ARTRW8",71,"N",NA,"N",14,14,NA,NA
"1055","Bruneau FO 2016","BigWD-132","1",20,"ARTRT",37,"POSE",37,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,37,NA
"1056","Bruneau FO 2016","BigWD-132","1",21,"",NA,"",NA,NA,NA,"ARTRW8",55,"N",NA,"POSE",NA,NA,NA,NA
"1057","Bruneau FO 2016","BigWD-132","1",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",40,40,NA,NA
"1058","Bruneau FO 2016","BigWD-132","1",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1059","Bruneau FO 2016","BigWD-132","1",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1060","Bruneau FO 2016","BigWD-132","1",25,"ARTRT",85,"",NA,NA,NA,"ARTRT",46,"N",NA,"N",NA,NA,NA,NA
"1061","Bruneau FO 2016","BigWD-132","1",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1062","Bruneau FO 2016","BigWD-132","1",4,"",NA,"",NA,NA,NA,"ARTRT",49,"N",NA,"N",NA,NA,NA,NA
"1063","Bruneau FO 2016","BigWD-132","1",5,"",NA,"POSE",37,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,37,NA
"1064","Bruneau FO 2016","BigWD-132","1",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",41,41,NA,NA
"1065","Bruneau FO 2016","BigWD-132","1",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1066","Bruneau FO 2016","BigWD-132","1",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",43,43,NA,NA
"1067","Bruneau FO 2016","BigWD-132","1",9,"",NA,"",NA,NA,NA,"ARTRT",63,"N",NA,"N",NA,NA,NA,NA
"1068","Bruneau FO 2016","BigWD-132","2",10,"",NA,"POSE",38,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,38,NA
"1069","Bruneau FO 2016","BigWD-132","2",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",25,25,NA,NA
"1070","Bruneau FO 2016","BigWD-132","2",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"ELEL5",20,20,NA,NA
"1071","Bruneau FO 2016","BigWD-132","2",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",31,31,NA,NA
"1072","Bruneau FO 2016","BigWD-132","2",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1073","Bruneau FO 2016","BigWD-132","2",15,"",NA,"POSE",32,"Graminoid","Perennial","ARTRT",52,"N",NA,"N",NA,NA,32,NA
"1074","Bruneau FO 2016","BigWD-132","2",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1075","Bruneau FO 2016","BigWD-132","2",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1076","Bruneau FO 2016","BigWD-132","2",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1077","Bruneau FO 2016","BigWD-132","2",19,"",NA,"",NA,NA,NA,"ARTRW8",39,"N",NA,"N",NA,NA,NA,NA
"1078","Bruneau FO 2016","BigWD-132","2",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1079","Bruneau FO 2016","BigWD-132","2",20,"",NA,"ELEL5",22,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,22,NA
"1080","Bruneau FO 2016","BigWD-132","2",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",50,50,NA,NA
"1081","Bruneau FO 2016","BigWD-132","2",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1082","Bruneau FO 2016","BigWD-132","2",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"ELEL5",19,19,NA,NA
"1083","Bruneau FO 2016","BigWD-132","2",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"ELEL5",22,22,NA,NA
"1084","Bruneau FO 2016","BigWD-132","2",25,"ARTRT",36,"POSE",23,"Graminoid","Perennial","ARTRW8",46,"N",NA,"N",NA,NA,23,NA
"1085","Bruneau FO 2016","BigWD-132","2",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1086","Bruneau FO 2016","BigWD-132","2",4,"",NA,"",NA,NA,NA,"ARTRT",87,"N",NA,"N",NA,NA,NA,NA
"1087","Bruneau FO 2016","BigWD-132","2",5,"",NA,"POSE",35,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,35,NA
"1088","Bruneau FO 2016","BigWD-132","2",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1089","Bruneau FO 2016","BigWD-132","2",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1090","Bruneau FO 2016","BigWD-132","2",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1091","Bruneau FO 2016","BigWD-132","2",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1092","Bruneau FO 2016","BigWD-132","3",10,"ARTRT",41,"POSE",27,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,27,NA
"1093","Bruneau FO 2016","BigWD-132","3",11,"",NA,"",NA,NA,NA,"ARTRT",74,"N",NA,"N",NA,NA,NA,NA
"1094","Bruneau FO 2016","BigWD-132","3",12,"",NA,"",NA,NA,NA,"ARTRT",26,"N",NA,"N",NA,NA,NA,NA
"1095","Bruneau FO 2016","BigWD-132","3",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1096","Bruneau FO 2016","BigWD-132","3",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1097","Bruneau FO 2016","BigWD-132","3",15,"PPSH",5,"POSE",9,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,9,NA
"1098","Bruneau FO 2016","BigWD-132","3",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1099","Bruneau FO 2016","BigWD-132","3",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",13,13,NA,NA
"1100","Bruneau FO 2016","BigWD-132","3",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1101","Bruneau FO 2016","BigWD-132","3",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1102","Bruneau FO 2016","BigWD-132","3",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",27,27,NA,NA
"1103","Bruneau FO 2016","BigWD-132","3",20,"",NA,"CETE5",24,"Forb","Annual","ARTRT",63,"N",NA,"N",NA,NA,NA,NA
"1104","Bruneau FO 2016","BigWD-132","3",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",30,30,NA,NA
"1105","Bruneau FO 2016","BigWD-132","3",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"ELEL5",19,19,NA,NA
"1106","Bruneau FO 2016","BigWD-132","3",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1107","Bruneau FO 2016","BigWD-132","3",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",28,28,NA,NA
"1108","Bruneau FO 2016","BigWD-132","3",25,"ARTRT",35,"CETE5",7,"Forb","Annual","ARTRT",68,"N",NA,"N",NA,NA,NA,NA
"1109","Bruneau FO 2016","BigWD-132","3",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",42,42,NA,NA
"1110","Bruneau FO 2016","BigWD-132","3",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1111","Bruneau FO 2016","BigWD-132","3",5,"ARTRW8",47,"POSE",32,"Graminoid","Perennial","ARTRT",67,"N",NA,"N",NA,NA,32,NA
"1112","Bruneau FO 2016","BigWD-132","3",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1113","Bruneau FO 2016","BigWD-132","3",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1114","Bruneau FO 2016","BigWD-132","3",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1115","Bruneau FO 2016","BigWD-132","3",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1116","Bruneau FO 2016","BigWD-134","1",10,"ARTRT",63,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1117","Bruneau FO 2016","BigWD-134","1",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",45,45,NA,NA
"1118","Bruneau FO 2016","BigWD-134","1",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1119","Bruneau FO 2016","BigWD-134","1",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1120","Bruneau FO 2016","BigWD-134","1",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1121","Bruneau FO 2016","BigWD-134","1",15,"ARTRT",66,"POSE",6,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,6,NA
"1122","Bruneau FO 2016","BigWD-134","1",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1123","Bruneau FO 2016","BigWD-134","1",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1124","Bruneau FO 2016","BigWD-134","1",18,"",NA,"",NA,NA,NA,"ARTRT",41,"N",NA,"AGCR",70,70,NA,NA
"1125","Bruneau FO 2016","BigWD-134","1",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1126","Bruneau FO 2016","BigWD-134","1",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1127","Bruneau FO 2016","BigWD-134","1",20,"",NA,"BRTE",43,"Graminoid","Annual","N",NA,"N",NA,"N",NA,NA,NA,NA
"1128","Bruneau FO 2016","BigWD-134","1",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1129","Bruneau FO 2016","BigWD-134","1",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",62,62,NA,NA
"1130","Bruneau FO 2016","BigWD-134","1",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1131","Bruneau FO 2016","BigWD-134","1",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1132","Bruneau FO 2016","BigWD-134","1",25,"",NA,"AGCR",67,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,67,NA
"1133","Bruneau FO 2016","BigWD-134","1",3,"",NA,"",NA,NA,NA,"ARTRT",78,"N",NA,"N",NA,NA,NA,NA
"1134","Bruneau FO 2016","BigWD-134","1",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1135","Bruneau FO 2016","BigWD-134","1",5,"",NA,"AGCR",59,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,59,NA
"1136","Bruneau FO 2016","BigWD-134","1",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1137","Bruneau FO 2016","BigWD-134","1",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1138","Bruneau FO 2016","BigWD-134","1",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1139","Bruneau FO 2016","BigWD-134","1",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1140","Bruneau FO 2016","BigWD-134","2",10,"ARTRW8",40,"POSE",33,"Graminoid","Perennial","N",NA,"N",NA,"AGCR",37,37,33,NA
"1141","Bruneau FO 2016","BigWD-134","2",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1142","Bruneau FO 2016","BigWD-134","2",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",19,19,NA,NA
"1143","Bruneau FO 2016","BigWD-134","2",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",10,10,NA,NA
"1144","Bruneau FO 2016","BigWD-134","2",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1145","Bruneau FO 2016","BigWD-134","2",15,"",NA,"AGCR",75,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,75,NA
"1146","Bruneau FO 2016","BigWD-134","2",16,"",NA,"",NA,NA,NA,"ARTRT",77,"N",NA,"N",NA,NA,NA,NA
"1147","Bruneau FO 2016","BigWD-134","2",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1148","Bruneau FO 2016","BigWD-134","2",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1149","Bruneau FO 2016","BigWD-134","2",19,"",NA,"",NA,NA,NA,"ARTRT",54,"N",NA,"N",NA,NA,NA,NA
"1150","Bruneau FO 2016","BigWD-134","2",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1151","Bruneau FO 2016","BigWD-134","2",20,"",NA,"AGCR",65,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,65,NA
"1152","Bruneau FO 2016","BigWD-134","2",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1153","Bruneau FO 2016","BigWD-134","2",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1154","Bruneau FO 2016","BigWD-134","2",23,"",NA,"",NA,NA,NA,"ARTRT",74,"N",NA,"N",NA,NA,NA,NA
"1155","Bruneau FO 2016","BigWD-134","2",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1156","Bruneau FO 2016","BigWD-134","2",25,"",NA,"AGCR",38,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,38,NA
"1157","Bruneau FO 2016","BigWD-134","2",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1158","Bruneau FO 2016","BigWD-134","2",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",22,22,NA,NA
"1159","Bruneau FO 2016","BigWD-134","2",5,"",NA,"POSE",24,"Graminoid","Perennial","ARTRT",38,"N",NA,"N",NA,NA,24,NA
"1160","Bruneau FO 2016","BigWD-134","2",6,"",NA,"",NA,NA,NA,"ARTRT",61,"N",NA,"N",NA,NA,NA,NA
"1161","Bruneau FO 2016","BigWD-134","2",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1162","Bruneau FO 2016","BigWD-134","2",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1163","Bruneau FO 2016","BigWD-134","2",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1164","Bruneau FO 2016","BigWD-134","3",10,"ARTRT",40,"AGCR",58,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,58,NA
"1165","Bruneau FO 2016","BigWD-134","3",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1166","Bruneau FO 2016","BigWD-134","3",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1167","Bruneau FO 2016","BigWD-134","3",13,"",NA,"",NA,NA,NA,"ARTRT",33,"N",NA,"N",NA,NA,NA,NA
"1168","Bruneau FO 2016","BigWD-134","3",14,"",NA,"",NA,NA,NA,"ARTRW8",37,"N",NA,"N",NA,NA,NA,NA
"1169","Bruneau FO 2016","BigWD-134","3",15,"ARTRT",64,"POSE",29,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,29,NA
"1170","Bruneau FO 2016","BigWD-134","3",16,"",NA,"",NA,NA,NA,"ARTRT",47,"N",NA,"N",NA,NA,NA,NA
"1171","Bruneau FO 2016","BigWD-134","3",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1172","Bruneau FO 2016","BigWD-134","3",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1173","Bruneau FO 2016","BigWD-134","3",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1174","Bruneau FO 2016","BigWD-134","3",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1175","Bruneau FO 2016","BigWD-134","3",20,"ARTRW8",34,"PSSP6",66,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,66,NA
"1176","Bruneau FO 2016","BigWD-134","3",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",50,50,NA,NA
"1177","Bruneau FO 2016","BigWD-134","3",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",39,39,NA,NA
"1178","Bruneau FO 2016","BigWD-134","3",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",55,55,NA,NA
"1179","Bruneau FO 2016","BigWD-134","3",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1180","Bruneau FO 2016","BigWD-134","3",25,"",NA,"BRTE",19,"Graminoid","Annual","N",NA,"N",NA,"N",NA,NA,NA,NA
"1181","Bruneau FO 2016","BigWD-134","3",3,"",NA,"",NA,NA,NA,"ARTRT",45,"N",NA,"AGCR",54,54,NA,NA
"1182","Bruneau FO 2016","BigWD-134","3",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1183","Bruneau FO 2016","BigWD-134","3",5,"",NA,"AGCR",49,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,49,NA
"1184","Bruneau FO 2016","BigWD-134","3",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1185","Bruneau FO 2016","BigWD-134","3",7,"",NA,"",NA,NA,NA,"ARTRT",64,"N",NA,"N",NA,NA,NA,NA
"1186","Bruneau FO 2016","BigWD-134","3",8,"",NA,"",NA,NA,NA,"ARTRT",77,"N",NA,"N",NA,NA,NA,NA
"1187","Bruneau FO 2016","BigWD-134","3",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1188","Bruneau FO 2016","BigWD-136","1",10,"",NA,"AGCR",62,"Graminoid","Perennial","N",NA,"N",NA,"AGCR",76,76,62,NA
"1189","Bruneau FO 2016","BigWD-136","1",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1190","Bruneau FO 2016","BigWD-136","1",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",56,56,NA,NA
"1191","Bruneau FO 2016","BigWD-136","1",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1192","Bruneau FO 2016","BigWD-136","1",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",37,37,NA,NA
"1193","Bruneau FO 2016","BigWD-136","1",15,"ARTRW8",50,"POSE",33,"Graminoid","Perennial","ARTRW8",56,"N",NA,"POSE",31,31,33,NA
"1194","Bruneau FO 2016","BigWD-136","1",16,"",NA,"",NA,NA,NA,"ARTRW8",50,"N",NA,"N",NA,NA,NA,NA
"1195","Bruneau FO 2016","BigWD-136","1",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1196","Bruneau FO 2016","BigWD-136","1",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1197","Bruneau FO 2016","BigWD-136","1",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1198","Bruneau FO 2016","BigWD-136","1",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1199","Bruneau FO 2016","BigWD-136","1",20,"PPSH",22,"AGCR",57,"Graminoid","Perennial","N",NA,"N",NA,"POSE",33,33,57,NA
"1200","Bruneau FO 2016","BigWD-136","1",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"1201","Bruneau FO 2016","BigWD-136","1",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",20,20,NA,NA
"1202","Bruneau FO 2016","BigWD-136","1",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",47,47,NA,NA
"1203","Bruneau FO 2016","BigWD-136","1",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",26,26,NA,NA
